"FRef_ID","Cross_FRef_ID","Title","Authors","Ref_Year","Start_page","Journal","Volume","PubMed","Remark"
235,,"Differential regulation of cellular target genes by p53 devoid of the PXXP motifs with impaired apoptotic activity","Zhu J;Jiang J;Zhou W;Zhu K;Chen X;",1999,2149,"Oncogene",18,"10321740",""
236,,"P53 mutants suppress ZBP-89 function","Okada M;Tessier A;Bai L;Merchant JL;",2006,2023,"Anticancer Res ",26,"16827139","Data with ZBP-9 co-activator not taken into account"
237,,"Mortalin controls centrosome duplication via modulating centrosomal localization of p53","Ma Z;Izumi H;Kanai M;Kabuyama Y;Ahn NG;Fukasawa K;",2006,5377,"Oncogene",25,"16619038",""
238,,"Transactivational and DNA binding abilities of endogenous p53 in p53 mutant cell lines","Park DJ;Nakamura H;Chumakov AM;Said JW;Miller CW;Chen DL;Koeffler HP;",1994,1899,"Oncogene",9,"8208536",""
239,,"The kinetics of p53-binding and histone acetylation at target promoters do not strictly correlate with gene expression after UV damage","Magrini R;Russo D;Fronza G;Inga A;Menichini P;",2007,1276,"J Cell Biochem ",100,"17063487",""
240,,"Gene regulation by temperature-sensitive p53 mutants: identification of p53 response genes","Buckbinder L;Talbott R;Seizinger BR;Kley N;",1994,10640,"Proc Natl Acad Sci U S A",91,"7938006",""
241,,"Wild-type human p53 and a temperature-sensitive mutant induce Fas/APO-1 expression","Owen-Schaub LB;Zhang W;Cusack JC;Angelo LS;Santee SM;Fujiwara T;Roth JA;Deisseroth AB;Zhang WW;Kruzel E;.;",1995,3032,"Mol Cell Biol ",15,"7539102",""
242,,"Restoring wild-type conformation and DNA-binding activity of mutant p53 is insufficient for restoration of transcriptional activity","Brazda V;Muller P;Brozkova K;Vojtesek B;",2006,499,"Biochem Biophys Res Commun ",351,"17070499",""
243,,"The R273H p53 mutation can facilitate the androgen-independent growth of LNCaP by a mechanism that involves H2 relaxin and its cognate receptor LGR7","Vinall RL;Tepper CG;Shi XB;Xue LA;Gandour-Edwards R;Vere White RW;",2006,2082,"Oncogene",25,"16434975",""
244,,"Over-expression of p53 mutants in LNCaP cells alters tumor growth and angiogenesis in vivo","Perryman LA;Blair JM;Kingsley EA;Szymanska B;Ow KT;Wen VW;MacKenzie KL;Vermeulen PB;Jackson P;Russell PJ;",2006,1207,"Biochem Biophys Res Commun ",345,"16723121",""
245,75,"WT p53, but not tumor-derived mutants, bind to Bcl2 via the DNA binding domain and induce mitochondrial permeabilization","Tomita Y;Marchenko N;Erster S;Nemajerova A;Dehner A;Klein C;Pan H;Kessler H;Pancoska P;Moll UM;",2006,8600,"J Biol Chem ",281,"16443602",""
246,,"Dominant negative effect of a germ-line mutant p53: a step fostering tumorigenesis","Srivastava S;Wang S;Tong YA;Hao ZM;Chang EH;",1993,4452,"Cancer Res ",53,"8402611",""
247,,"p53 gene mutations in human gastric cancer: wild-type p53 but not mutant p53 suppresses growth of human gastric cancer cells","Matozaki T;Sakamoto C;Suzuki T;Matsuda K;Uchida T;Nakano O;Wada K;Nishisaki H;Konda Y;Nagao M;.;",1992,4335,"Cancer Res ",52,"1322785",""
248,,"Direct growth stimulation of normal human epithelial cells by mutant p53","Wyllie FS;Lemoine NR;Barton CM;Dawson T;Bond J;Wynford-Thomas D;",1993,83,"Mol Carcinog ",7,"8457292","Work on primary epithelial cells"
249,153,"Mutant p53 proteins behave in a dominant, negative fashion in vivo","Hachiya M;Chumakov A;Miller CW;Akashi M;Said J;Koeffler HP;",1994,1853,"Anticancer Res ",14,"7847818","Also cross-reference with ref_ID 155"
250,91,"Equal transcription of wild-type and mutant p53 using bicistronic vectors results in the wild-type phenotype","Frebourg T;Sadelain M;Ng YS;Kassel J;Friend SH;",1994,878,"Cancer Res ",54,"8313374","Also cross-reference with Ref_ID 144"
251,,"Escape from senescence in human diploid fibroblasts induced directly by mutant p53","Bond JA;Wyllie FS;Wynford-Thomas D;",1994,1885,"Oncogene",9,"8208534","HDF = Human Diploid Fibroblasts"
252,,"Hepatocarcinoma-specific mutant p53-249ser induces mitotic activity but has no effect on transforming growth factor beta 1-mediated apoptosis","Ponchel F;Puisieux A;Tabone E;Michot JP;Froschl G;Morel AP;Frebourg T;Fontaniere B;Oberhammer F;Ozturk M;",1994,2064,"Cancer Res ",54,"8174105",""
253,,"Functional interaction of wild-type and mutant p53 transfected into human tumor cell lines carrying activated ras genes","Sharma S;Schwarte-Waldhoff I;Oberhuber H;Schafer R;",1993,861,"Cell Growth Differ ",4,"8274455",""
254,,"p53 is frequently mutated in Burkitt's lymphoma cell lines","Farrell PJ;Allan GJ;Shanahan F;Vousden KH;Crook T;",1991,2879,"EMBO J ",10,"1915267","BRK = Baby Rat Kidney cells"
255,,"Functional domains of wild-type and mutant p53 proteins involved in transcriptional regulation, transdominant inhibition, and transformation suppression","Unger T;Mietz JA;Scheffner M;Yee CL;Howley PM;",1993,5186,"Mol Cell Biol ",13,"8355677",""
256,,"Repression of endogenous p53 transactivation function in HeLa cervical carcinoma cells by human papillomavirus type 16 E6, human mdm-2, and mutant p53","Hoppe-Seyler F;Butz K;",1993,3111,"J Virol ",67,"8388491",""
257,251,"Mutant p53 rescues human diploid cells from senescence without inhibiting the induction of SDI1/WAF1","Bond JA;Blaydes JP;Rowson J;Haughton MF;Smith JR;Wynford-Thomas D;Wyllie FS;",1995,2404,"Cancer Res ",55,"7538902","HDF = Human Diploid Fibroblasts"
258,,"Inhibition of human glioblastoma cell growth by WAF1/Cip1 can be attenuated by mutant p53","Jung JM;Li H;Kobayashi T;Kyritsis AP;Langford LA;Bruner JM;Levin VA;Zhang W;",1995,909,"Cell Growth Differ ",6,"8547219",""
259,,"Transfection and expression of mutant p53 protein does not alter the in vivo or in vitro growth characteristics of the AA/C1 human adenoma derived cell line, including sensitivity to transforming growth factor-beta 1","Williams AC;Browne SJ;Manning AM;Daffada P;Collard TJ;Paraskeva C;",1994,1479,"Oncogene",9,"8152811",""
260,259,"Mutant p53 is not fully dominant over endogenous wild type p53 in a colorectal adenoma cell line as demonstrated by induction of MDM2 protein and retention of a p53 dependent G1 arrest after gamma irradiation","Williams AC;Miller JC;Collard TJ;Bracey TS;Cosulich S;Paraskeva C;",1995,141,"Oncogene",11,"7624121",""
261,,"Malignant transformation of rat embryo fibroblasts by cotransfection with eleven human mutant p53 cDNAs and activated H-ras gene","Kikuchi-Yanoshita R;Tanaka K;Muraoka M;Konishi M;Kawashima I;Takamoto S;Hirai H;Miyaki M;",1995,1339,"Oncogene",11,"7478555",""
262,,"Transfection of wild-type but not mutant p53 induces early monocytic differentiation in HL60 cells and increases their sensitivity to stress","Banerjee D;Lenz HJ;Schnieders B;Manno DJ;Ju JF;Spears CP;Hochhauser D;Danenberg K;Danenberg P;Bertino JR;",1995,1405,"Cell Growth Differ ",6,"8562479",""
263,,"Temperature-sensitive mutant p53 (ala143) interferes transiently with DNA-synthesis and cell-cycle progression in Saos-2 cells","van Laar T;Schouten R;Jochemsen AG;Terleth C;van der Eb AJ;",1996,21,"Cytometry",25,"8875051",""
264,,"Characterisation of DNA binding and transcriptional regulatory function of an endogenous mutant p53 in MDA-468 human breast cancer cells","Prasad KA;Church JG;",1997,14,"Biochem Biophys Res Commun ",232,"9125118",""
265,,"Temperature sensitivity of human wild-type and mutant p53 proteins expressed in vivo","Ponchel F;Milner J;",1998,1555,"Br J Cancer",77,"9635828",""
266,,"Sensitivity to ionizing radiation in Saos-2 cells transfected with mutant p53 genes depends on the mutation position","Okaichi K;Wang LH;Ihara M;Okumura Y;",1998,111,"J Radiat Res (Tokyo)",39,"9735599",""
267,,"Human lymphoblastoid cell lines expressing mutant p53 exhibit decreased sensitivity to cisplatin-induced cytotoxicity","Piovesan B;Pennell N;Berinstein NL;",1998,2339,"Oncogene",17,"9811465",""
268,,"Accumulation of mutant p53(V143A) modulates the growth, clonogenicity, and radiochemosensitivity of malignant glioma cells independent of endogenous p53 status","Bartussek C;Naumann U;Weller M;",1999,432,"Exp Cell Res ",253,"10585266",""
269,,"Cell cycle arrests and radiosensitivity of human tumor cell lines: dependence on wild-type p53 for radiosensitivity","McIlwrath AJ;Vasey PA;Ross GM;Brown R;",1994,3718,"Cancer Res ",54,"8033090",""
270,269,"Cisplatin, camptothecin, and taxol sensitivities of cells with p53-associated multidrug resistance","Vasey PA;Jones NA;Jenkins S;Dive C;Brown R;",1996,1536,"Mol Pharmacol ",50,"8967975",""
271,,"Suppression of tumorigenic and metastatic potentials of human melanoma cell lines by mutated (143 Val-Ala) p53","Rauth S;Green A;Kichina J;Shilkaitis A;",1998,2215,"Br J Cancer",77,"9649136",""
272,,"Mutant p53: epigenetic mutator of the T-cell receptor via induction of methylation","Iwamoto KS;Mizuno T;Seyama T;Kyoizumi S;",1999,113,"Mol Carcinog ",25,"10365913",""
273,,"The interaction between p53 and DNA topoisomerase I is regulated differently in cells with wild-type and mutant p53","Gobert C;Skladanowski A;Larsen AK;",1999,10355,"Proc Natl Acad Sci U S A",96,"10468612",""
274,,"Analysis of JNK, Mdm2 and p14(ARF) contribution to the regulation of mutant p53 stability","Buschmann T;Minamoto T;Wagle N;Fuchs SY;Adler V;Mai M;Ronai Z;",2000,1009,"J Mol Biol ",295,"10656807",""
275,,"Mutant p53 forms a complex with Sp1 on HIV-LTR DNA","Chicas A;Molina P;Bargonetti J;",2000,383,"Biochem Biophys Res Commun ",279,"11118296",""
276,,"Transfection with mutant p53 gene inhibits heat-induced apoptosis in a head and neck cell line of human squamous cell carcinoma","Ota I;Ohnishi K;Takahashi A;Yane K;Kanata H;Miyahara H;Ohnishi T;Hosoi H;",2000,495,"Int J Radiat Oncol Biol Phys ",47,"10802378",""
277,,"Various forms of mutant p53 confer sensitivity to cisplatin and doxorubicin in bladder cancer cells","Chang FL;Lai MD;",2001,304,"J Urol ",166,"11435891",""
278,,"Cell cycle synchrony unmasks the influence of p53 function on radiosensitivity of human glioblastoma cells","Yount GL;Haas-Kogan DA;Vidair CA;Haas M;Dewey WC;Israel MA;",1996,500,"Cancer Res ",56,"8564961",""
279,,"Transfection of mutant p53 gene depresses X-ray- or CDDP-induced apoptosis in a human squamous cell carcinoma of the head and neck","Ohnishi K;Ota I;Takahashi A;Yane K;Matsumoto H;Ohnishi T;",2002,367,"Apoptosis ",7,"12101396",""
280,,"Mutant p53 expression enhances drug resistance in a hepatocellular carcinoma cell line","Chan KT;Lung ML;",2004,519,"Cancer Chemother Pharmacol ",53,"15004724",""
281,,"Wild type p53 stimulates expression from the human multidrug resistance promoter in a p53-negative cell line","Goldsmith ME;Gudas JM;Schneider E;Cowan KH;",1995,1894,"J Biol Chem ",270,"7829527",""
282,,"Activities of wildtype and mutant p53 in suppression of homologous recombination as measured by a retroviral vector system","Lu X;Lozano G;Donehower LA;",2003,69,"Mutat Res ",522,"12517413",""
283,,"p73 can suppress the proliferation of cells that express mutant p53","Willis AC;Pipes T;Zhu J;Chen X;",2003,5481,"Oncogene",22,"12934108",""
284,,"Inhibition of stress-inducible kinase pathways by tumorigenic mutant p53","Ohiro Y;Usheva A;Kobayashi S;Duffy SL;Nantz R;Gius D;Horikoshi N;",2003,322,"Mol Cell Biol ",23,"12482984",""
285,,"Mutant p53 in bone marrow stromal cells increases VEGF expression and supports leukemia cell growth","Narendran A;Ganjavi H;Morson N;Connor A;Barlow JW;Keystone E;Malkin D;Freedman MH;",2003,693,"Exp Hematol ",31,"12901974",""
286,,"Thymidylate synthase inhibition triggers apoptosis via caspases-8 and -9 in both wild-type and mutant p53 colon cancer cell lines","Backus HH;Wouters D;Ferreira CG;van Houten VM;Brakenhoff RH;Pinedo HM;Peters GJ;",2003,1310,"Eur J Cancer",39,"12763222",""
287,251,"Mutant p53 can delay growth arrest and loss of CDK2 activity in senescing human fibroblasts without reducing p21(WAF1) expression","Wyllie F;Haughton M;Bartek J;Rowson J;Wynford-Thomas D;",2003,236,"Exp Cell Res ",285,"12706118","HDF = Human Diploid Fibroblasts"
288,,"Repression of the MSP/MST-1 gene contributes to the antiapoptotic gain of function of mutant p53","Zalcenstein A;Weisz L;Stambolsky P;Bar J;Rotter V;Oren M;",2006,359,"Oncogene",25,"16170349",""
289,,"p53 gain-of-function cancer mutants induce genetic instability by inactivating ATM","Song H;Hollstein M;Xu Y;",2007,573,"Nat Cell Biol ",9,"17417627",""
290,,"Development of an adenoviral vector with robust expression driven by p53","Bajgelman MC;Strauss BE;",2008,8,"Virology",371,"18076963","Use of an adenovrial vector"
291,,"Exonucleolytic degradation of RNA by p53 protein in cytoplasm","Bakhanashvili M;Gedelovich R;Grinberg S;Rahav G;",2008,75,"J Mol Med ",86,"17701148",""
292,,"Directed evolution of p53 variants with altered DNA-binding specificities by in vitro compartmentalization","Fen CX;Coomber DW;Lane DP;Ghadessy FJ;",2007,1238,"J Mol Biol ",371,"17610896","PUMA BS1 is a non-functional p53-RE, so only results obtained with PUMA BS2 have been included"
293,,"Akt promotes cisplatin resistance in human ovarian cancer cells through inhibition of p53 phosphorylation and nuclear function","Fraser M;Bai T;Tsang BK;",2008,534,"Int J Cancer",122,"17918180",""
294,,"p53 regulates FAK expression in human tumor cells","Golubovskaya VM;Finch R;Kweh F;Massoll NA;Campbell-Thompson M;Wallace MR;Cance WG;",2008,373,"Mol Carcinog ",47,"17999388",""
295,187,"Analysis of transactivation capability and conformation of p53 temperature-dependent mutants and their reactivation by amifostine in yeast","Grochova D;Vankova J;Damborsky J;Ravcukova B;Smarda J;Vojtesek B;Smardova J;",2008,1243,"Oncogene",27,"17724467","Also cross-ref with F-197 and F-215"
296,,"DNA (cytosine-5)-methyltransferase 1 as a mediator of mutant p53-determined p16(ink4A) down-regulation","Guo Z;Tsai MH;Shiao YH;Chen LH;Wei ML;Lv X;Gius D;Little JB;Mitchell JB;Chuang EY;",2008,163,"J Biomed Sci ",15,"18038118",""
297,,"Mutant p53 attenuates the SMAD-dependent transforming growth factor beta1 (TGF-beta1) signaling pathway by repressing the expression of TGF-beta receptor type II","Kalo E;Buganim Y;Shapira KE;Besserglick H;Goldfinger N;Weisz L;Stambolsky P;Henis YI;Rotter V;",2007,8228,"Mol Cell Biol ",27,"17875924",""
298,,"Oncogenic mutation of the p53 gene derived from head and neck cancer prevents cells from undergoing apoptosis after DNA damage","Kawamata H;Omotehara F;Nakashiro K;Uchida D;Shinagawa Y;Tachibana M;Imai Y;Fujimori T;",2007,1089,"Int J Oncol ",30,"17390010",""
299,,"Ser46 phosphorylation of p53 is not always sufficient to induce apoptosis: multiple mechanisms of regulation of p53-dependent apoptosis","Kurihara A;Nagoshi H;Yabuki M;Okuyama R;Obinata M;Ikawa S;",2007,853,"Genes Cells",12,"17584297",""
300,,"Mechanisms underlying the pro-survival pathway of p53 in suppressing mitotic death induced by adriamycin","Lin YC;Wang FF;",2008,258,"Cell Signal ",20,"18006273",""
301,,"Transcriptional activation of p53 by Pitx1","Liu DX;Lobie PE;",2007,1893,"Cell Death Differ ",14,"17762884",""
302,,"Ubiquitination and degradation of mutant p53","Lukashchuk N;Vousden KH;",2007,8284,"Mol Cell Biol ",27,"17908790",""
303,,"Role of human HGFIN/nmb in breast cancer","Metz RL;Patel PS;Hameed M;Bryan M;Rameshwar P;",2007,,"Breast Cancer Res ",9,"17845721",""
304,,"Modulation of beta-catenin-mediated TCF-signalling in prostate cancer cell lines by wild-type and mutant p53","Prowald A;Cronauer MV;von KC;Eilers T;Rinnab L;Herrmann T;Spindler KD;Montenarh M;Jonas U;Burchardt M;",2007,1751,"Prostate",67,"17929268",""
305,,"Wild-type p53 and p73 negatively regulate expression of proliferation related genes","Scian MJ;Carchman EH;Mohanraj L;Stagliano KE;Anderson MA;Deb D;Crane BM;Kiyono T;Windle B;Deb SP;Deb S;",2008,2583,"Oncogene",27,"17982488",""
306,,"In vitro and in vivo cytotoxic effects of PRIMA-1 on Hepatocellular Carcinoma cells expressing mutant p53ser249","Shi H;Lambert J;Hautefeuille A;Bykov V;Wiman K;Hainaut P;Caron de FC;",2007,,"Carcinogenesis",,"18048389",""
307,,"Protumorigenic overexpression of stathmin/Op18 by gain-of-function mutation in p53 in human hepatocarcinogenesis","Singer S;Ehemann V;Brauckhoff A;Keith M;Vreden S;Schirmacher P;Breuhahn K;",2007,759,"Hepatology",46,"17663418","Data on U138-MG not entered because not sure of p53 mutant harbored by the cell line"
308,,"The contribution of transactivation subdomains 1 and 2 to p53-induced gene expression is heterogeneous but not subdomain-specific","Smith JM;Stubbert LJ;Hamill JD;McKay BC;",2007,1057,"Neoplasia ",9,"18084613","Data on BAK1 and MAFB genes regulation not entered bcs they are not proven p53 target genes yet"
309,,"WTH3 is a direct target of the p53 protein","Tian K;Wang Y;Xu H;",2007,1579,"Br J Cancer",96,"17426708","HEK293 = human primary embryonic kidney cells"
310,,"p53 dependent and independent sensitivity to oxaliplatin of colon cancer cells","Toscano F;Parmentier B;Fajoui ZE;Estornes Y;Chayvialle JA;Saurin JC;Abello J;",2007,392,"Biochem Pharmacol ",74,"17559811",""
311,,"An ATM- and Rad3-related (ATR) signaling pathway and a phosphorylation-acetylation cascade are involved in activation of p53/p21Waf1/Cip1 in response to 5-aza-2'-deoxycytidine treatment","Wang H;Zhao Y;Li L;McNutt MA;Wu L;Lu S;Yu Y;Zhou W;Feng J;Chai G;Yang Y;Zhu WG;",2008,2564,"J Biol Chem ",283,"17977830",""
312,,"Crosstalk between site-specific modifications on p53 and histone H3","Warnock LJ;Adamson R;Lynch CJ;Milner J;",2008,1639,"Oncogene",27,"17891183",""
313,,"p53 dominant-negative mutant R273H promotes invasion and migration of human endometrial cancer HHUA cells","Dong P;Tada M;Hamada J;Nakamura A;Moriuchi T;Sakuragi N;",2007,471,"Clin Exp Metastasis",24,"17636407","TP53 status in HHUA cells not assessed by sequencing, so remarks on DNE not taken into account"
314,,"A temperature sensitive mutant of the human p53, Val138, arrests rat cell growth without induced expression of cip1/waf1/sdi1 after temperature shift-down","Hirano Y;Yamato K;Tsuchida N;",1995,1879,"Oncogene",10,"7761089",""
315,,"Mutant p53 enhances nuclear factor kappaB activation by tumor necrosis factor alpha in cancer cells","Weisz L;Damalas A;Liontos M;Karakaidos P;Fontemaggi G;Maor-Aloni R;Kalis M;Levrero M;Strano S;Gorgoulis VG;Rotter V;Blandino G;Oren M;",2007,2396,"Cancer Res ",67,"17363555",""
316,,"p53-R273H gains new function in induction of drug resistance through down-regulation of procaspase-3","Wong RP;Tsang WP;Chau PY;Co NN;Tsang TY;Kwok TT;",2007,1054,"Mol Cancer Ther ",6,"17363498",""
317,,"Xeroderma pigmentosum group C gene expression is predominantly regulated by promoter hypermethylation and contributes to p53 mutation in lung cancers","Wu YH;Tsai Chang JH;Cheng YW;Wu TC;Chen CY;Lee H;",2007,4761,"Oncogene",26,"17325666",""
318,,"Distinct effects of various p53 mutants on differentiation and viability of human K562 leukemia cells","Kremenetskaya OS;Logacheva NP;Baryshnikov AY;Chumakov PM;Kopnin BP;",1997,155,"Oncol Res ",9,"9268986",""
319,,"The over-expression of p53 H179Y residue mutation causes the increase of cyclin A1 and Cdk4 expression in HELF cells","Yang D;Qi Y;Chen Q;Wang Z;Jin X;Gao J;Fu J;Xiao X;Zhou Z;",2007,219,"Mol Cell Biochem ",304,"17530187","HELF = Human Embryonic Lung Fibroblast"
320,,"SVH-B interacts directly with p53 and suppresses the transcriptional activity of p53","Zhou X;Yang G;Huang R;Chen X;Hu G;",2007,4943,"FEBS Lett ",581,"17904127",""
321,78,"A global suppressor motif for p53 cancer mutants","Baroni TE;Wang T;Qian H;Dearth LR;Truong LN;Zeng J;Denes AE;Chen SW;Brachmann RK;",2004,4930,"Proc Natl Acad Sci U S A",101,"15037740",""
322,78,"Choosing where to look next in a mutation sequence space: Active Learning of informative p53 cancer rescue mutants","Danziger SA;Zeng J;Wang Y;Brachmann RK;Lathrop RH;",2007,,"Bioinformatics ",23,"17646286","Also CR with F-321"
323,314,"A human temperature-sensitive p53 mutant p53Val-138: modulation of the cell cycle, viability and expression of p53-responsive genes","Yamato K;Yamamoto M;Hirano Y;Tsuchida N;",1995,1,"Oncogene",11,"7624116",""
324,,"Cytoplasmic mutant p53 increases Bcl-2 expression in estrogen receptor-positive breast cancer cells","Pratt MA;White D;Kushwaha N;Tibbo E;Niu MY;",2007,657,"Apoptosis ",12,"17252199","A DNE towards the endo wtp53 is suspected ; effect on endo Bcl-2 dependent on mut concentration"
325,,"p53 determines multidrug sensitivity of childhood neuroblastoma","Xue C;Haber M;Flemming C;Marshall GM;Lock RB;MacKenzie KL;Gurova KV;Norris MD;Gudkov AV;",2007,10351,"Cancer Res ",67,"17974978",""
326,,"Structure-based rescue of common tumor-derived p53 mutants","Wieczorek AM;Waterman JL;Waterman MJ;Halazonetis TD;",1996,1143,"Nat Med ",2,"8837616",""
327,47,"The screening of the second-site suppressor mutations of the common p53 mutants","Otsuka K;Kato S;Kakudo Y;Mashiko S;Shibata H;Ishioka C;",2007,559,"Int J Cancer",121,"17417775","Also CR with  F-69 and F-70"
328,290,"The DU145 human prostate carcinoma cell line harbors a temperature-sensitive allele of p53","Bajgelman MC;Strauss BE;",2006,1455,"Prostate",66,"16741917",""
329,,"Differential regulation of plasminogen activator and inhibitor gene transcription by the tumor suppressor p53","Kunz C;Pebler S;Otte J;von der AD;",1995,3710,"Nucleic Acids Res ",23,"7479001",""
330,,"p53 regulates the expression of the tumor suppressor gene maspin","Zou Z;Gao C;Nagaich AK;Connell T;Saito S;Moul JW;Seth P;Appella E;Srivastava S;",2000,6051,"J Biol Chem ",275,"10692390",""
331,,"Apaf-1 is a transcriptional target for E2F and p53","Moroni MC;Hickman ES;Lazzerini DE;Caprara G;Colli E;Cecconi F;Muller H;Helin K;",2001,552,"Nat Cell Biol ",3,"11389439",""
332,,"Identification and characterization of a novel germ line p53 mutation in familial gastric cancer in the Japanese population","Yamada H;Shinmura K;Okudela K;Goto M;Suzuki M;Kuriki K;Tsuneyoshi T;Sugimura H;",2007,2013,"Carcinogenesis",28,"17690113",""
333,38,"Presence of dominant negative mutation of TP53 is a risk of early recurrence in oral cancer","Hassan NM;Tada M;Hamada JI;Kashiwazaki H;Kameyama T;Akhter R;Yamazaki Y;Yano M;Inoue N;Moriuchi T;",2008,108,"Cancer Lett",270,"18555592","Cross-ref F-38: mutants in ref F-38 not included"
334,,"Identification of a novel TP53 germline mutation E285V in a rare case of paediatric adrenocortical carcinoma and choroid plexus carcinoma","Russell-Swetek A;West AN;Mintern JE;Jenkins J;Rodriguez-Galindo C;Ribeiro R;Zambetti GP;",2008,603,"J Med Genet",45,"18762572",""
335,,"Altered-function p53 missense mutations identified in breast cancers can have subtle effects on transactivation","Jordan JJ;Inga A;Conway K;Edmiston S;Carey LA;Wu L;Resnick MA;",2010,701,"Mol.Cancer Res",8,"20407015",""
336,,"Dominant-negative features of mutant TP53 in germline carriers have limited impact on cancer outcomes","Monti P;Perfumo C;Bisio A;Ciribilli Y;Menichini P;Russo D;Umbach DM;Resnick MA;Inga A;Fronza G;",2011,271,"Mol Cancer Res",9,"21343334",""
337,,"p53 oligomerization status modulates cell fate decisions between growth, arrest and apoptosis","Fischer NW;Prodeus A;Malkin D;Gariepy J;",2016,3210,"Cell Cycle",15,"27754743",""
338,,"A novel p53 phosphorylation site within the MDM2 ubiquitination signal: II. a model in which phosphorylation at SER269 induces a mutant conformation to p53","Fraser JA;Madhumalar A;Blackburn E;Bramham J;Walkinshaw MD;Verma C;Hupp TR;",2010,37773,"J Biol Chem ",285,"20847049",""
339,,"Nutlin-3a selects for cells harbouring TP53 mutations","Kucab JE;Hollstein M;Arlt VM;Phillips DH;",2017,877,"Int J Cancer",140,"27813088",""
340,,"The rare nonsense mutation in p53 triggers alternative splicing to produce a protein capable of inducing apoptosis","Makarov EM;Shtam TA;Kovalev RA;Pantina RA;Varfolomeeva EY;Filatov MV;",2017,,"PLoS One ",12,"28961258",""
341,,"Transactivation by temperature-dependent p53 mutants in yeast and human cells","Slovackova J;Grochova D;Navratilova J;Smarda J;Smardova J;",2016,,"Cell Cycle",9,"20505364",""
342,,"Genetic and functional analysis of a Li Fraumeni syndrome family in China","Hu H;Liu J;Liao X;Zhang S;Li H;Lu R;Li X;Lin W;Liu M;Xia Z;Qing G;Li JD;",2016,20221,"Sci Rep ",6,"26818906",""
343,,"Germline TP53 mutations result into a constitutive defect of p53 DNA binding and transcriptional response to DNA damage","Zerdoumi Y;Lanos R;Raad S;Flaman JM;Bougeard G;Frebourg T;Tournier I;",2017,2812,"Hum Mol Genet ",26,"28472496",""
344,,"A novel p53 mutant found in iatrogenic urothelial cancers is dysfunctional and can be rescued by a second-site global suppressor mutation","Odell AF;Odell LR;Askham JM;Alogheli H;Ponnambalam S;Hollstein M;",2013,16704,"J Biol Chem ",288,"23612969",""
345,,"A novel germline TP53 mutation p.Pro190Arg detected in a patient with lung and bilateral breast cancers","Krzesniak M;Butkiewicz D;Rachtan J;Matuszczyk I;Grzybowska E;Rusin M;",2017,207,"Adv Med Sci ",62,"28499267",""
346,,"Association Between the Oligomeric Status of p53 and Clinical Outcomes in Li-Fraumeni Syndrome","Fischer NW;Prodeus A;Tran J;Malkin D;Gariepy J;",2018,,"J Natl Cancer Inst ",,"29955864","L344P previously reported"
347,,"A Systematic p53 Mutation Library Links Differential Functional Impact to Cancer Mutation Pattern and Evolutionary Conservation","Kotler E;Shani O;Goldfeld G;Lotan-Pompan M;Tarcic O;Gershoni A;Hopf TA;Marks DS;Oren M;Segal E;",2018,178,"Mol Cell",71,"29979965",""
348,,"From uncertainty to pathogenicity: Clinical and functional interrogation of a rare TP53 in-frame deletion","Quinn EA;Maciaszek JL;Pinto EM;Phillips AH;Berdy D;Khandwala M;Upadhyaya SA;Zambetti GP;Kriwacki RW;Ellison DW;Nichols KE;Kesserwan C;",2019,,"Cold Spring Harb Mol Case Stud ",,"30886117",""
349,,"Super-Transactivation TP53 Variant in the Germline of a Family with Li-Fraumeni Syndrome","Id SB;Kim H;Tran J;Novokmet A;Malkin D;",2016,889,"Hum Mutat ",37,"27297285",""
350,,"Mutant p53 gain of function induces HER2 over-expression in cancer cells","Roman-Rosales AA;Garcia-Villa E;Herrera LA;Gariglio P;Diaz-Chavez J;",2018,709,"BMC Cancer",18,"29970031",""
351,,"De Novo Mutations Activating Germline TP53 in an Inherited Bone-Marrow-Failure Syndrome","Toki T;Yoshida K;Wang R;Nakamura S;Maekawa T;Goi K;Katoh MC;Mizuno S;Sugiyama F;Kanezaki R;Uechi T;Nakajima Y;Sato Y;Okuno Y;Sato-Otsubo A;Shiozawa Y;Kataoka K;Shiraishi Y;Sanada M;Chiba K;Tanaka H;Terui K;Sato T;Kamio T;Sakaguchi H;Ohga S;Kuramitsu M;Hamaguchi I;Ohara A;Kanno H;Miyano S;Kojima S;Ishiguro A;Sugita K;Kenmochi N;Takahashi S;Eto K;Ogawa S;Ito E;",2018,440,"Am J Hum Genet ",103,"30146126",""

351 rows selected. 

