"Prevalence_ID","Ref_ID","Topo_code","Morpho_ID","Sample_analyzed","Sample_mutated","Country_ID","Comment"
565,1340,"C48",319,32,14,54,""
566,769,"C61",16,30,15,54,""
567,1018,"C65",89,20,9,1,"Phenacetin exposed patients"
568,1018,"C65",89,16,8,1,"Phenacetin and tobacco exposed patients"
569,1018,"C65",89,34,8,1,"Tobacco exposed patients"
570,1018,"C65",89,19,9,1,"Non-exposed patients"
571,1137,"C20",103,83,49,15,""
572,1342,"C71",825,39,26,25,""
573,1342,"C71",824,15,10,25,""
574,708,"C18-C20",103,43,19,54,""
576,912,"C18-C20",103,40,14,26,""
577,331,"C42",990,36,10,54,"Relapse cases"
578,768,"C71",840,44,6,16,"Grade 2 cases"
579,768,"C71",840,19,4,16,"Grade 3 cases"
580,768,"C71",835,15,4,16,""
581,1217,"C44",906,55,13,29,""
582,86,"C18-C20",100,2,2,36,""
583,882,"C71",835,39,16,36,""
584,736,"C64",215,20,6,57,"Chromophobe RCC"
585,772,"C37",399,18,2,36,""
586,868,"C56",3,23,10,29,"p53 IHC positive tumors"
587,957,"C18-C20",16,72,13,20,""
588,959,"C44",1038,16,2,54,""
589,1326,"C18-C20",3,142,73,10,""
590,18,"C67",89,18,11,54,""
591,19,"C18-C20",100,25,6,54,""
592,19,"C18-C20",16,33,23,54,""
593,20,"C56",3,30,11,57,""
594,30,"C42",994,25,8,85,"Blast crisis of myeloid phenotype"
595,36,"C42",993,20,2,26,""
596,40,"C42",994,9,2,85,""
597,1134,"C18-C20",16,42,22,21,""
598,48,"C67",3,88,16,29,""
599,54,"C44",53,11,8,54,""
600,54,"C44",53,13,6,25,""
601,59,"C71",846,14,1,54,""
602,74,"C77",943,17,1,54,""
603,81,"C44",16,8,5,52,"XP patients"
604,83,"C77",983,12,2,36,""
605,84,"C56",16,23,8,54,""
606,917,"C18-C20",16,72,19,24,""
607,101,"C64",215,23,1,36,""
608,104,"C61",103,21,2,36,""
609,105,"C73",16,7,6,36,""
610,108,"C80",932,34,9,54,""
612,114,"C44",53,10,2,54,""
613,115,"C18",3,24,16,24,""
614,116,"C55",103,24,3,36,""
615,126,"C44",70,14,7,54,""
616,131,"C53",16,92,2,29,""
617,137,"C67",16,16,10,26,""
618,154,"C53",53,30,1,36,""
619,154,"C53",103,6,1,36,""
620,155,"C56",3,24,12,36,""
621,158,"C55",16,21,3,56,""
622,159,"C53",16,28,3,29,""
623,160,"C77",930,27,11,59,""
624,161,"C42",952,27,2,27,""
625,176,"C55",3,13,7,36,"Stage III"
626,176,"C55",3,49,12,36,"Stage I and Stage II tumors"
627,177,"C56",3,10,5,36,""
628,177,"C55",3,7,2,36,""
629,179,"C77",929,52,7,54,""
630,184,"C42",994,31,5,85,"Blast crisis phase"
631,189,"C53",53,28,1,54,""
632,189,"C53",376,11,1,54,""
633,194,"C55",103,42,4,36,""
634,198,"C18-C20",100,7,2,36,"FAP patients"
635,200,"C25",3,34,16,85,""
636,202,"C49",500,24,4,54,""
637,203,"C74",16,15,3,26,""
638,508,"C15",53,72,29,36,""
639,206,"C44",70,27,15,54,""
640,1267,"C73",16,45,7,36,""
641,211,"C42",1031,50,3,36,""
642,212,"C44",65,20,8,29,""
643,214,"C42",952,30,6,15,""
644,215,"C15",53,16,2,36,""
645,216,"C44",70,19,9,15,""
646,216,"C44",53,13,2,15,""
647,225,"C18-C20",16,16,6,16,""
651,229,"C42",1031,61,3,10,""
652,231,"C44",70,11,3,60,"XP patients"
654,238,"C67",16,61,20,36,""
655,239,"C47",854,79,0,16,""
656,242,"C49",500,28,5,21,""
657,244,"C62",3,22,0,4,""
658,251,"C53",3,92,2,21,""
659,256,"C42",978,23,3,36,""
660,257,"C53",16,29,1,85,"HPV positive cases"
661,261,"C42",907,48,9,36,""
663,263,"C42",994,23,1,36,""
664,263,"C42",982,8,1,36,""
665,263,"C42",1031,4,1,36,""
666,263,"C42",983,3,1,36,""
667,264,"C42",952,37,1,15,""
668,265,"C42",993,49,3,54,""
669,679,"C77",907,56,14,54,""
670,268,"C42",982,60,3,15,""
671,271,"C18-C20",103,24,14,27,""
672,272,"C18-C20",100,22,1,19,""
673,273,"C18-C20",103,33,14,21,""
674,279,"C67",16,23,8,36,""
675,281,"C73",16,52,7,19,""
676,284,"C56",16,20,9,54,""
677,289,"C42",981,53,8,54,""
678,291,"C42",1017,32,2,19,""
679,296,"C55",16,30,3,54,""
680,299,"C67",16,25,6,36,""
681,304,"C18-C20",3,19,10,54,""
683,306,"C42",988,312,5,16,""
684,306,"C77",907,18,3,16,""
685,307,"C71",825,6,1,54,"Grade 2/3 cases"
686,307,"C71",835,30,3,54,"Grade 4 cases"
687,308,"C73",16,49,12,43,""
688,310,"C40",752,14,2,36,""
689,311,"C44",70,20,2,29,""
690,313,"C61",16,20,2,27,""
691,314,"C67",16,42,14,54,""
692,316,"C44",458,30,2,21,"Metastasis"
693,322,"C44",70,36,16,54,""
694,1564,"C24",16,29,10,19,"ampulla of Vater cancers, with additional cases of ref 687 and 871"
695,332,"C53",16,47,1,29,"p53 IHC positive and HPV negative tumors"
696,334,"C64",611,21,2,4,""
697,336,"C51",53,21,5,54,""
701,347,"C49",567,29,6,29,""
702,348,"C42",952,63,3,85,""
703,348,"C42",953,18,4,85,""
704,352,"C41",768,11,1,15,""
705,355,"C64",611,140,8,4,""
706,356,"C74",256,3,0,85,"Primary tumor cases"
707,357,"C23",16,16,5,36,""
709,361,"C77",906,29,6,54,""
710,364,"C71",812,17,3,54,""
711,365,"C42",994,26,1,19,""
712,366,"C44",70,12,4,25,""
713,367,"C47",854,20,2,36,""
714,372,"C64",215,118,2,36,""
715,383,"C49",546,25,5,54,""
716,383,"C49",567,13,5,54,""
717,383,"C49",532,9,1,54,""
718,385,"C56",264,12,5,36,""
719,385,"C55",16,49,9,36,""
720,386,"C49",715,17,5,54,""
721,390,"C64-C68",89,20,4,36,""
722,393,"C42",993,70,5,19,""
723,395,"C67",16,24,8,27,"Invasive cancers"
724,395,"C67",16,23,0,27,"Superficial tumors"
725,397,"C49",500,43,5,25,""
726,398,"C58",688,24,1,50,""
727,400,"C18-C20",103,109,40,1,""
730,409,"C61",3,36,4,36,""
731,416,"C44",53,23,7,36,""
732,416,"C44",70,25,3,36,""
733,441,"C42",993,107,16,15,""
734,441,"C42",1031,182,20,15,""
735,441,"C42",981,81,9,15,""
736,420,"C18-C20",100,19,3,36,"High grade cases"
737,420,"C18-C20",103,16,6,36,"Invasive cases"
738,423,"C71",843,9,1,56,""
739,430,"C44",1037,15,8,54,""
740,430,"C44",53,13,9,54,""
741,436,"C44",1035,27,8,36,""
742,443,"C42",1031,22,2,29,""
743,443,"C42",993,4,2,29,""
744,446,"C64",611,7,6,54,""
745,449,"C18-C20",16,17,10,29,""
746,453,"C18-C20",3,38,24,19,""
747,454,"C18-C20",16,47,22,29,""
748,462,"C42",981,20,2,19,""
749,618,"C06",53,48,18,54,""
750,465,"C42",993,47,3,85,""
751,471,"C56",16,39,13,16,""
752,472,"C42",993,20,2,36,""
753,473,"C55",319,22,5,54,""
754,474,"C42",907,22,10,29,"High grade cases"
755,475,"C61",103,32,5,36,""
756,483,"C77",907,19,9,19,"p53 IHC positive tumors"
757,485,"C55",103,25,3,26,""
758,486,"C61",3,38,3,26,""
759,489,"C53",53,39,2,36,""
760,490,"C61",100,24,1,15,"Silent mutation"
761,490,"C61",16,25,3,15,""
762,495,"C42",988,14,6,36,""
763,495,"C42",981,15,1,36,""
764,495,"C42",983,5,2,36,"Blast crisis phase"
765,498,"C64",223,14,11,36,""
766,501,"C77",930,21,6,15,""
767,501,"C42",982,27,3,15,"L3 stage cases"
768,1218,"C34",16,49,21,36,""
769,502,"C71",825,10,3,16,""
770,502,"C71",835,60,24,16,""
771,506,"C18-C20",103,38,15,46,""
772,516,"C67",89,30,5,36,""
773,524,"C61",16,65,5,54,""
774,528,"C56",16,46,24,54,""
775,358,"C74",3,17,8,50,""
776,530,"C61",3,25,6,21,""
778,534,"C42",994,20,3,29,"Blast crisis phase"
779,535,"C53",16,43,2,16,""
780,539,"C61",3,21,4,36,""
781,540,"C42",993,18,3,36,""
782,541,"C42",982,44,8,19,"B-ALL"
783,542,"C44",466,5,2,4,""
784,543,"C44",16,20,6,52,"XP patients"
785,550,"C52",16,27,6,85,""
786,553,"C56",3,36,19,29,""
787,554,"C64-C68",89,26,7,36,""
788,556,"C18-C20",3,94,38,36,""
789,558,"C61",16,7,3,36,""
790,559,"C06",3,8,2,9,""
791,561,"C42",981,43,3,54,"B-CLL"
792,562,"C44",458,58,1,16,""
793,564,"C37",16,34,10,36,""
794,569,"C70",876,30,1,25,""
796,573,"C71",846,15,1,54,""
797,573,"C71",835,3,2,54,""
798,574,"C18-C20",16,24,8,29,""
799,576,"C56",16,26,7,37,""
800,582,"C56",676,9,1,36,""
801,586,"C18-C20",16,94,29,19,""
802,587,"C61",3,55,1,54,""
803,594,"C42",977,11,1,54,""
804,595,"C73",44,22,4,54,""
805,577,"C56",16,10,4,54,""
806,596,"C44",70,18,11,54,"Sun exposed area"
807,598,"C77",924,53,8,54,""
808,600,"C18",333,16,5,16,""
809,603,"C77",924,43,4,242,""
810,604,"C71",846,14,6,50,""
811,611,"C53",3,64,7,37,""
812,612,"C51",53,18,4,54,""
813,616,"C71",835,36,10,54,""
814,616,"C71",825,23,11,54,""
815,619,"C56",16,19,7,37,""
816,622,"C42",982,10,3,54,""
817,624,"C44",70,32,13,36,""
818,625,"C18-C20",16,16,6,36,""
819,627,"C42",977,24,4,36,""
820,628,"C41",733,34,8,4,""
821,628,"C49",546,21,3,4,""
822,628,"C49",532,34,2,4,""
823,628,"C41",768,5,1,4,""
824,628,"C49",580,3,2,4,""
825,630,"C42",1019,51,3,19,""
826,636,"C77",936,40,14,29,""
827,641,"C49",532,52,4,54,""
828,643,"C56",16,33,20,19,""
829,648,"C73",16,56,2,57,""
830,655,"C61",103,51,7,36,""
831,657,"C49",500,145,15,16,""
832,663,"C77",928,70,4,19,""
833,669,"C42",952,45,1,36,""
834,671,"C73",2,40,5,25,""
835,672,"C18-C20",103,17,8,26,""
836,688,"C42",980,128,18,36,"B-cell lymphoid neoplasms"
837,690,"C77",907,80,30,85,""
838,692,"C44",458,20,4,54,""
839,695,"C71",821,5,1,36,""
840,697,"C18-C20",3,23,4,19,"HNPCC patients"
841,700,"C44",53,25,2,18,""
842,701,"C71",835,19,9,54,""
843,701,"C71",825,10,2,54,""
844,710,"C44",65,29,9,36,""
845,712,"C51",3,19,3,10,"Stage I-FIGO"
846,712,"C51",3,10,4,10,"Stage II-FIGO"
847,712,"C51",3,7,3,10,"Stage III-FIGO"
848,712,"C51",3,2,2,10,"Stage IV-FIGO"
849,717,"C44",277,16,5,22,""
850,725,"C42",1009,21,8,35,"Therapy related"
851,739,"C49",567,18,3,57,""
852,740,"C42",982,37,7,35,""
853,1060,"C44",16,23,11,29,"Immunosuppressed patients (renal transplant)"
854,1060,"C44",16,8,5,29,"Immune competent patients"
855,6,"C18-C20",3,90,49,15,""
856,776,"C38",906,21,14,36,""
857,778,"C77",907,102,22,36,"Aggressive cancers"
858,782,"C18-C20",103,22,9,36,""
859,783,"C77",906,22,2,54,"Posttransplantation lymphomas"
860,787,"C16",103,30,13,37,""
861,792,"C61",3,25,2,54,""
862,795,"C20",3,17,7,36,""
863,803,"C53",3,136,2,37,""
864,805,"C71",824,6,2,36,"Low grade cases"
865,805,"C71",824,13,5,36,"High grade cases"
866,285,"C71",824,13,8,36,""
867,807,"C71",825,38,17,16,""
869,810,"C42",988,13,3,19,"With MLL rearrangements"
870,810,"C42",993,16,6,19,"With MLL rearrangements"
871,812,"C42",985,19,10,29,"B-PLL"
872,822,"C42",982,34,2,54,"Childhood ALL"
873,828,"C73",16,70,1,2,""
874,833,"C42",952,16,7,19,"Acute phase"
875,835,"C53",53,100,2,7,""
876,846,"C44",1035,25,7,37,""
877,849,"C18-C20",3,42,22,16,""
878,855,"C41",733,42,7,16,""
879,867,"C56",16,30,6,36,""
880,877,"C67",89,35,2,26,""
881,878,"C18",16,13,9,54,""
882,879,"C56",16,50,29,21,"Stage I-FIGO"
883,885,"C55",15,4,3,54,""
884,885,"C55",304,21,19,54,""
885,886,"C56",3,49,22,29,""
886,1573,"C77",981,62,11,24,"Aggressive cancers"
887,896,"C61",3,32,2,54,""
888,901,"C49",500,73,10,54,""
889,904,"C37",16,9,2,16,""
890,914,"C37",235,14,1,54,""
891,914,"C37",233,7,1,54,""
892,916,"C64",3,40,14,54,""
893,905,"C18-C20",16,22,6,6,""
894,922,"C77",907,237,25,54,""
895,929,"C71",824,7,1,54,"Grade 1 cases"
896,929,"C71",825,8,2,54,"Grade 2 cases"
897,929,"C71",835,16,3,54,"Grade 3 cases"
898,934,"C71",835,39,8,54,""
899,934,"C71",825,11,1,54,""
900,934,"C71",814,6,2,54,""
901,940,"C77",928,24,4,54,""
902,961,"C41",768,24,1,85,""
903,967,"C57",103,7,5,16,""
904,972,"C60",16,21,6,3,""
905,979,"C71",835,20,5,16,"Pediatric cases"
906,981,"C53",16,19,8,21,""
907,987,"C53",103,74,10,19,""
908,990,"C61",103,90,11,36,""
909,994,"C18-C20",16,39,15,3,""
910,996,"C23",103,20,11,5,""
911,996,"C23",103,22,11,36,""
912,998,"C72",907,20,1,16,""
913,1000,"C06",53,16,6,54,""
914,1000,"C32",53,10,5,54,""
915,1000,"C14",53,3,1,54,""
916,1002,"C71",843,50,4,29,""
917,1007,"C42",1031,50,4,29,""
918,1009,"C73",44,31,1,37,""
919,1297,"C56",304,27,17,54,""
920,1024,"C18",16,17,6,40,""
921,1027,"C37",16,4,1,36,""
922,1037,"C42",1016,5,3,19,"Blast crisis phase"
923,1037,"C42",1019,10,4,19,"Blast crisis phase"
924,1044,"C56",16,56,8,19,""
925,1046,"C18-C20",3,24,2,36,"HNPCC patients"
926,1054,"C24",103,17,9,36,""
927,1057,"C44",466,10,2,37,""
928,1063,"C49",546,28,5,16,""
929,1065,"C00-C14",53,77,17,25,""
930,1067,"C06",53,23,9,29,""
931,1071,"C44",53,33,8,54,"Psoriasis patients treated with PUVA"
932,1074,"C61",16,20,5,36,""
933,1074,"C61",113,22,3,36,""
934,1078,"C22",132,20,1,51,""
935,1079,"C16",3,22,1,19,""
936,1082,"C22",137,20,2,37,""
937,1083,"C41",752,48,1,54,""
938,1087,"C53",3,25,1,85,""
939,1095,"C34",3,20,13,16,""
940,1126,"C74",450,10,5,36,""
941,1482,"C06",53,187,91,50,""
942,1483,"C06",53,30,10,32,""
943,1483,"C06",1036,30,6,32,""
944,1484,"C00-C14",53,114,52,13,""
945,1485,"C15",53,74,48,34,""
946,1486,"C15",103,26,8,15,""
947,1486,"C16",103,28,14,15,"Cardia"
948,1487,"C15",53,56,41,6,""
949,1488,"C15",53,30,19,36,"Smokers"
951,1489,"C15",53,57,43,36,""
952,1490,"C15",103,30,17,26,""
953,1491,"C15",53,40,24,36,""
954,1493,"C16",103,26,8,29,""
955,1494,"C53",53,122,2,3,"HPV positive cases"
956,1500,"C67",89,40,10,16,""
957,1503,"C71",827,25,16,54,""
958,1504,"C22",137,36,6,36,""
959,1505,"C18-C20",103,35,21,5,""
960,1507,"C18-C20",3,65,21,61,""
961,1508,"C50",3,36,7,54,""
962,1509,"C25",333,9,1,54,""
963,1510,"C18-C20",103,29,17,15,""
964,1512,"C56",3,73,32,29,""
965,1513,"C56",3,10,5,54,"BRCA1 carriers"
966,1513,"C56",3,4,2,54,"BRCA2 carriers"
967,1514,"C77",947,28,5,15,""
968,1517,"C07",373,6,1,36,""
969,1517,"C07",300,15,6,36,""
970,1517,"C07",16,19,5,36,""
971,1519,"C22",137,55,14,6,""
972,1521,"C42",1030,77,21,13,""
973,1522,"C18-C20",3,39,16,25,"Primary tumors with liver metastasis"
974,1524,"C18",103,55,24,27,"C-dukes stage cases"
975,1525,"C18-C20",3,20,9,36,""
976,1526,"C41",768,35,3,85,""
977,1527,"C67",3,49,19,54,""
978,1990,"C67",3,327,44,25,""
979,1530,"C22",137,137,36,15,""
980,1531,"C18-C20",16,17,9,36,""
981,1532,"C42",1031,59,7,85,""
982,1534,"C71",812,172,30,54,""
983,1536,"C71",831,3,1,29,""
984,1536,"C71",824,13,2,29,"+ 1 SNP deleted"
985,1536,"C71",825,14,4,29,""
986,1536,"C71",835,13,4,29,"+ 1 SNP deleted"
987,1538,"C50",166,49,0,4,"Low grade cases"
988,1538,"C50",166,23,1,4,"Intermediate-grade cases"
989,1538,"C50",166,22,9,4,"High-grade cases"
990,1539,"C56",3,86,42,54,"Sporadic cases"
991,1539,"C56",3,15,13,54,"Samples with BRCA1 somatic mutation"
992,1539,"C56",3,20,16,54,"BRCA1 carriers"
993,1542,"C16",16,12,3,50,"Early cancer"
994,1542,"C16",16,24,4,50,""
995,1543,"C18-C20",103,75,41,25,""
996,1547,"C49",500,31,6,13,""
997,1548,"C18-C20",103,181,56,50,"+ 1 polymorphim at codon 217"
998,1550,"C16",3,64,13,36,""
999,1552,"C50",3,48,24,29,"Aggressive cancers"
1000,1554,"C71",835,88,17,54,""
1001,1561,"C42",981,30,14,54,""
1002,1563,"C16",103,39,20,7,""
1003,1565,"C44",70,24,11,54,""
1004,1567,"C71",824,29,10,54,"High grade pediatric astrocytomas"
1006,1568,"C77",909,26,3,27,""
1007,1569,"C30",947,21,5,38,""
1008,1570,"C34",3,117,22,54,"Non-smokers"
1009,1570,"C34",3,11,6,54,"Ex-smokers"
1010,1615,"C34",103,145,50,36,""
1011,592,"C77",936,48,11,29,"Low grade cases"
1012,592,"C77",936,27,10,29,"High grade cases"
1013,2347,"C00-C14",53,9,4,16,""
1014,1310,"C71",825,31,14,26,""
1016,1574,"C71",812,135,43,85,""
1017,1575,"C50",3,30,8,85,""
1018,1576,"C15",53,135,47,3,""
1020,1578,"C71",835,46,13,242,""
1021,1580,"C71",824,21,3,85,""
1022,1582,"C71",835,11,6,85,""
1023,1582,"C71",825,6,3,85,""
1024,1582,"C71",824,8,1,85,""
1025,1582,"C71",831,7,0,85,""
1026,1582,"C71",843,10,0,85,""
1027,1583,"C71",835,25,6,85,"Oligodendroglial component"
1028,1593,"C71",824,6,3,85,"Grade 2 cases"
1029,1593,"C71",825,7,4,85,"Grade 3 cases"
1030,1593,"C71",835,45,9,85,"Grade 4 cases"
1031,1593,"C71",840,21,6,85,"Grade 2 cases"
1032,1593,"C71",841,8,0,85,"Grade 3 cases"
1033,1596,"C47",891,17,1,36,""
1034,1597,"C23",16,14,5,85,""
1035,1598,"C00-C14",3,31,22,85,""
1036,1599,"C22",132,28,3,85,""
1037,1600,"C42",981,43,6,85,""
1038,1602,"C16",103,105,29,85,""
1040,1603,"C42",981,50,5,85,""
1042,1609,"C77",939,5,5,85,""
1043,1611,"C53",16,65,7,85,""
1044,1617,"C50",3,44,7,54,"Japanese-American Women"
1045,1618,"C47",891,11,1,19,"NF1 cases"
1046,1618,"C47",891,14,6,19,"Sporadic cases"
1047,1619,"C18-C20",103,15,5,85,"Advanced stage cases (Dukes's C or D)"
1048,1621,"C50",3,85,31,54,"Current smokers"
1049,1622,"C41",733,272,60,85,""
1052,1628,"C15",1040,102,10,85,""
1053,1630,"C15",16,17,2,85,""
1054,1632,"C74",16,14,8,85,""
1056,1634,"C71",840,16,5,54,""
1057,1636,"C69",936,16,1,50,""
1059,1638,"C71",833,47,1,54,""
1060,1640,"C42",994,65,0,36,"Chronic phase"
1061,1640,"C42",994,51,4,36,"Blastic crisis phase"
1062,1661,"C50",3,126,46,6,""
1063,1660,"C61",3,58,8,54,""
1064,1659,"C34",41,81,13,50,""
1065,1658,"C18",16,70,43,54,""
1066,1657,"C56",3,80,31,27,""
1067,1656,"C71",824,167,33,54,"Grade 3-4 astrocytomas"
1068,1655,"C50",3,79,19,15,""
1069,1654,"C71",812,121,40,54,""
1071,1626,"C67",3,140,75,54,""
1072,1652,"C18",3,1464,665,54,""
1073,1651,"C15",103,59,30,16,"Barrett's esophagus"
1074,1650,"C18-C20",3,110,41,36,""
1075,1649,"C18-C20",3,132,66,24,""
1077,1647,"C34",41,103,46,85,""
1079,1645,"C18-C20",3,56,28,54,""
1080,1644,"C18-C20",3,189,99,25,""
1081,1643,"C20",3,96,38,14,"Female patients"
1082,613,"C50",3,97,34,54,""
1083,234,"C50",3,163,35,21,""
1084,327,"C50",3,192,43,54,""
1086,1014,"C56",3,41,29,21,""
1088,1662,"C50",3,107,39,37,""
1089,1664,"C18-C20",3,88,44,25,""
1090,1665,"C25",3,40,14,16,""
1091,1668,"C71",840,28,0,26,"Grade 2 cases"
1092,1668,"C71",841,20,2,26,"Grade 3 cases"
1093,1673,"C16",103,20,2,6,""
1094,1674,"C42",1031,118,16,36,""
1095,1675,"C20",103,64,29,10,""
1097,1682,"C71",835,89,20,16,"Grade 4 cases"
1098,1685,"C16",103,42,12,16,""
1099,2133,"C54",16,43,15,36,""
1100,1689,"C20",3,22,15,27,""
1101,1690,"C15",53,33,12,15,""
1102,1693,"C31",53,70,20,36,""
1103,1695,"C77",906,46,24,7,""
1104,1698,"C06",53,92,37,29,""
1105,1701,"C44",70,15,5,37,""
1106,1702,"C34",41,98,39,36,""
1107,1703,"C74",907,17,9,36,""
1108,1704,"C71",824,122,53,16,"Grade 2 primary tumors"
1109,1705,"C71",835,97,23,16,"Grade 4 cases"
1110,1706,"C15",53,21,14,6,""
1111,1708,"C00-C14",53,29,14,16,""
1112,1709,"C44",70,12,7,16,"Exposed to UV radiation"
1113,1709,"C44",70,20,11,16,"Non-exposed patients"
1115,1710,"C47",891,12,1,16,""
1116,1711,"C64",613,8,3,50,""
1117,1712,"C18-C20",3,160,68,19,""
1118,1713,"C42",993,170,20,36,""
1119,1253,"C38",656,11,1,40,""
1120,1714,"C38",656,7,0,36,"Asbestos exposed patients"
1121,1714,"C38",656,12,1,54,"Asbestos exposed patients"
1122,1719,"C06",53,76,11,37,""
1123,1720,"C18-C20",3,11,3,16,""
1124,1721,"C71",814,11,1,7,""
1125,1723,"C17",167,5,4,25,""
1126,1723,"C17",170,15,1,25,""
1127,1725,"C18-C20",3,106,65,29,""
